"latitude_deg","longitude_deg","GPSQuality","altitude_m","altitudeQuality","time","FileName","TransducerName","TransducerNumber","ReportNumber","FirstPingNumber","LastPingNumber","BottomStatus","bottom_elevation_m","PlantStatus","plant_height_m","percent_coverage"
"49.7814955798333","-64.3572191316667","Differential","-0.14","1","2022-07-06 16:55:41.169000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","25","25","25","Valid","-5.14913272857666","Valid","0.5183687","100"
"49.7814921626667","-64.3572187933333","Differential","-0.14","1","2022-07-06 16:55:41.372000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","26","26","26","Valid","-5.20096969604492","Valid","0.3801374","100"
"49.7814887791667","-64.3572184583333","Differential","-0.14","1","2022-07-06 16:55:41.573000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","27","27","27","Valid","-5.20096969604492","Valid","0.4492531","100"
"49.7814853288288","-64.3572182600934","Differential","-0.1414014","1","2022-07-06 16:55:41.776000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","28","28","28","Valid","-5.21824884414673","Valid","0.3974166","100"
"49.7814817252252","-64.3572189274274","Differential","-0.1514114","1","2022-07-06 16:55:41.976000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","29","29","29","Valid","-5.27008581161499","Valid","0.5183692","100"
"49.7814780675676","-64.3572196047714","Differential","-0.1615716","1","2022-07-06 16:55:42.179000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","30","30","30","Valid","-5.21824884414673","Valid","0.50109","100"
"49.7814744459459","-64.3572202754421","Differential","-0.1716316","1","2022-07-06 16:55:42.380000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","31","31","31","Valid","-5.25280666351318","Valid","0.552927","100"
"49.7814707882883","-64.3572209527861","Differential","-0.1817918","1","2022-07-06 16:55:42.583000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","32","32","32","Valid","-5.25280666351318","Valid","0.552927","100"
"49.7814671879787","-64.3572217467532","Differential","-0.1934166","1","2022-07-06 16:55:42.785000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","33","33","33","Valid","-5.27008581161499","Valid","0.5702062","100"
"49.7814637574092","-64.3572230584415","Differential","-0.2115784","1","2022-07-06 16:55:42.987000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","34","34","34","Valid","-5.20096969604492","Valid","0.552927","100"
"49.7814603268398","-64.3572243701299","Differential","-0.2297403","1","2022-07-06 16:55:43.189000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","35","35","35","Valid","-5.13185405731201","Valid","0.5702062","100"
"49.7814569132534","-64.3572256753247","Differential","-0.2478122","1","2022-07-06 16:55:43.390000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","36","36","36","Valid","-5.0972957611084","Valid","0.5874848","100"
"49.781453482684","-64.357226987013","Differential","-0.265974","1","2022-07-06 16:55:43.592000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","37","37","37","Valid","-5.0972957611084","Valid","0.5874848","100"
"49.7814501358333","-64.35722857","Differential","-0.27415","1","2022-07-06 16:55:43.793000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","38","38","38","Valid","-5.04545879364014","Valid","0.3628583","100"
"49.7814469893333","-64.3572311413333","Differential","-0.24776","1","2022-07-06 16:55:43.996000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","39","39","39","Valid","-5.11457490921021","Valid","0.4492531","100"
"49.7814438738333","-64.3572336873333","Differential","-0.22163","1","2022-07-06 16:55:44.197000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","40","40","40","Valid","-5.11457490921021","Valid","0.5183692","100"
"49.7814407273333","-64.3572362586667","Differential","-0.19524","1","2022-07-06 16:55:44.400000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","41","41","41","Valid","-5.23552751541138","Valid","0.6220427","100"
"49.7814375963333","-64.3572388173333","Differential","-0.16898","1","2022-07-06 16:55:44.602000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","42","42","42","Valid","-5.18369102478027","Valid","0.5874853","100"
"49.7814347185519","-64.3572416851852","Differential","-0.1461461","1","2022-07-06 16:55:44.803000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","43","43","43","Valid","-5.25280666351318","Valid","0.5874848","100"
"49.7814324718051","-64.3572454074074","Differential","-0.1320621","1","2022-07-06 16:55:45.004000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","44","44","44","Valid","-5.25280666351318","Valid","0.4492531","100"
"49.7814302027027","-64.3572491666667","Differential","-0.1178378","1","2022-07-06 16:55:45.207000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","45","45","45","Valid","-5.23552751541138","Valid","0.4146953","100"
"49.781427955956","-64.3572528888889","Differential","-0.1037538","1","2022-07-06 16:55:45.408000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","46","46","46","Valid","-5.25280666351318","Valid","0.2937427","100"
"49.7814256868535","-64.3572566481482","Differential","-0.08952953","1","2022-07-06 16:55:45.611000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","47","47","47","Valid","-5.52927017211914","Valid","0.5874848","100"
"49.781423540293","-64.3572605732601","Differential","-0.08395604","1","2022-07-06 16:55:45.813000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","48","48","48","Valid","-5.25280666351318","Valid","0.3628583","100"
"49.7814216232101","-64.3572648782884","Differential","-0.09606393","1","2022-07-06 16:55:46.015000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","49","49","49","Valid","-5.25280666351318","Valid","0.4492531","100"
"49.7814197156177","-64.3572691620047","Differential","-0.1081119","1","2022-07-06 16:55:46.216000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","50","50","50","Valid","-5.21824884414673","Valid","0.4838114","100"
"49.7814178080253","-64.3572734457209","Differential","-0.1201598","1","2022-07-06 16:55:46.417000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","51","51","51","Valid","-5.16641187667847","Valid","0.4319744","100"
"49.7814158814519","-64.3572777720613","Differential","-0.1323277","1","2022-07-06 16:55:46.620000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","52","52","52","Valid","-5.16641187667847","Valid","0.3974166","100"
"49.7814141191667","-64.3572822155","Differential","-0.13781","1","2022-07-06 16:55:46.821000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","53","53","53","Valid","-5.16641187667847","Valid","0.3628583","100"
"49.7814125966667","-64.357286986","Differential","-0.13172","1","2022-07-06 16:55:47.024000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","54","54","54","Valid","-5.11457490921021","Valid","0.2591844","100"
"49.7814110816667","-64.357291733","Differential","-0.12566","1","2022-07-06 16:55:47.226000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","55","55","55","Valid","-5.13185405731201","Valid","0.3110218","100"
"49.7814095666667","-64.35729648","Differential","-0.1196","1","2022-07-06 16:55:47.428000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","56","56","56","Valid","-5.25280666351318","Valid","0.4146953","100"
"49.7814080666667","-64.35730118","Differential","-0.1136","1","2022-07-06 16:55:47.628000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","57","57","57","Valid","-5.16641187667847","Valid","0.2937427","100"
"49.7814067927928","-64.3573060909243","Differential","-0.1158158","1","2022-07-06 16:55:47.831000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","58","58","58","Valid","-5.20096969604492","Valid","0.3455791","100"
"49.7814058873874","-64.3573111544878","Differential","-0.1298999","1","2022-07-06 16:55:48.032000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","59","59","59","Valid","-5.16641187667847","Valid","0.2591844","100"
"49.781404972973","-64.3573162684351","Differential","-0.1441241","1","2022-07-06 16:55:48.235000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","60","60","60","Valid","-5.21824884414673","Valid","0.3455796","100"
"49.7814040675676","-64.3573213319987","Differential","-0.1582082","1","2022-07-06 16:55:48.436000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","61","61","61","Valid","-5.21824884414673","Valid","0.3974166","100"
"49.7814031531532","-64.357326445946","Differential","-0.1724324","1","2022-07-06 16:55:48.639000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","62","62","62","Valid","-5.16641187667847","Valid","0.3801374","100"
"49.7814026510157","-64.357331467366","Differential","-0.1828172","1","2022-07-06 16:55:48.841000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","63","63","63","Valid","-5.16641187667847","Valid","0.3283005","100"
"49.7814026177156","-64.3573363624709","Differential","-0.1888112","1","2022-07-06 16:55:49.041000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","64","64","64","Valid","-5.13185405731201","Valid","0.3628588","100"
"49.7814025839161","-64.3573413310023","Differential","-0.1948951","1","2022-07-06 16:55:49.244000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","65","65","65","Valid","-5.08001708984375","Valid","0.2937427","100"
"49.7814025504495","-64.3573462505828","Differential","-0.2009191","1","2022-07-06 16:55:49.445000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","66","66","66","Valid","-5.13185405731201","Valid","0.3628588","100"
"49.78140251665","-64.3573512191142","Differential","-0.207003","1","2022-07-06 16:55:49.648000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","67","67","67","Valid","-5.11457490921021","Valid","0.2937427","100"
"49.7814028198333","-64.3573557708333","Differential","-0.21101","1","2022-07-06 16:55:49.849000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","68","68","68","Valid","-5.18369102478027","Valid","0.4319744","100"
"49.7814034626667","-64.35736","Differential","-0.21304","1","2022-07-06 16:55:50.052000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","69","69","69","Valid","-5.16641187667847","Valid","0.3455796","100"
"49.7814041023333","-64.3573642083333","Differential","-0.21506","1","2022-07-06 16:55:50.254000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","70","70","70","Valid","-5.14913272857666","Valid","0.3801374","100"
"49.7814047388333","-64.3573683958333","Differential","-0.21707","1","2022-07-06 16:55:50.455000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","71","71","71","Valid","-5.14913272857666","Valid","0.4319739","100"
"49.7814053753333","-64.3573725833333","Differential","-0.21908","1","2022-07-06 16:55:50.656000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","72","72","72","Valid","-5.16641187667847","Valid","0.3283005","100"
"49.7814064259259","-64.3573767777778","Differential","-0.2122222","1","2022-07-06 16:55:50.859000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","73","73","73","Valid","-5.13185405731201","Valid","0.4319744","100"
"49.7814078008008","-64.3573809024024","Differential","-0.1981381","1","2022-07-06 16:55:51.060000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","74","74","74","Valid","-5.16641187667847","Valid","0.3974166","100"
"49.7814091825158","-64.3573850475476","Differential","-0.183984","1","2022-07-06 16:55:51.262000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","75","75","75","Valid","-5.13185405731201","Valid","0.3628588","100"
"49.7814105710711","-64.3573892132132","Differential","-0.1697598","1","2022-07-06 16:55:51.465000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","76","76","76","Valid","-5.18369102478027","Valid","0.4492536","100"
"49.7814119459459","-64.3573933378378","Differential","-0.1556757","1","2022-07-06 16:55:51.666000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","77","77","77","Valid","-5.0972957611084","Valid","0.3628583","100"
"49.7814135063207","-64.3573975158017","Differential","-0.15","1","2022-07-06 16:55:51.868000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","78","78","78","Valid","-5.08001708984375","Valid","0.3110218","100"
"49.7814151779774","-64.3574016949434","Differential","-0.15","1","2022-07-06 16:55:52.069000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","79","79","79","Valid","-5.0972957611084","Valid","0.380137","100"
"49.7814168662675","-64.3574059156687","Differential","-0.15","1","2022-07-06 16:55:52.272000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","80","80","80","Valid","-5.08001708984375","Valid","0.2591848","100"
"49.7814185379242","-64.3574100948104","Differential","-0.15","1","2022-07-06 16:55:52.473000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","81","81","81","Valid","-5.06273794174194","Valid","0.3110213","100"
"49.7814202262142","-64.3574143155356","Differential","-0.15","1","2022-07-06 16:55:52.676000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","82","82","82","Valid","-5.06273794174194","Valid","0.3801374","100"
"49.7814220078412","-64.3574183745412","Differential","-0.1487187","1","2022-07-06 16:55:52.877000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","83","83","83","Valid","-5.06273794174194","Valid","0.3801374","100"
"49.7814238705372","-64.3574224047381","Differential","-0.1466867","1","2022-07-06 16:55:53.080000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","84","84","84","Valid","-5.06273794174194","Valid","0.4838109","100"
"49.7814257057057","-64.3574263753754","Differential","-0.1446847","1","2022-07-06 16:55:53.280000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","85","85","85","Valid","-5.11457490921021","Valid","0.5874848","100"
"49.7814275684017","-64.3574304055722","Differential","-0.1426527","1","2022-07-06 16:55:53.483000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","86","86","86","Valid","-5.11457490921021","Valid","0.3801374","100"
"49.7814294127461","-64.3574343960627","Differential","-0.1406406","1","2022-07-06 16:55:53.684000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","87","87","87","Valid","-5.08001708984375","Valid","0.2419057","100"
"49.7814311511512","-64.3574387977978","Differential","-0.1482883","1","2022-07-06 16:55:53.886000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","88","88","88","Valid","-5.08001708984375","Valid","0.4492531","100"
"49.7814328361695","-64.3574433810477","Differential","-0.1604204","1","2022-07-06 16:55:54.088000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","89","89","89","Valid","-5.02818012237549","Valid","0.50109","100"
"49.7814345211879","-64.3574479642976","Differential","-0.1725526","1","2022-07-06 16:55:54.290000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","90","90","90","Valid","-4.97634315490723","Valid","0.4146953","100"
"49.7814362145479","-64.3574525702369","Differential","-0.1847447","1","2022-07-06 16:55:54.493000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","91","91","91","Valid","-4.92450618743896","Valid","0.3628583","100"
"49.7814378828829","-64.3574571081081","Differential","-0.1967568","1","2022-07-06 16:55:54.693000 GMT+00:00","20220706_165536.dt4","204.8 kHz 8.8° Single","1","92","92","92","Valid","-5.01090097427368","Valid","0.3974161","100"
