"Latitude_deg";"Longitude_deg";"GPSQuality";"Altitude_mReMsl";"AltitudeQuality";"Time";"FileName";"TransducerName";"TransducerNumber";"ReportNumber";"FirstPingNumber";"LastPingNumber";"BottomStatus";"BottomElevation_m";"PlantStatus";"PlantHeight_m";"PercentCoverage"
"49.7814119459459";"-64.3573933378378";"Differential";"-0.1556757";"1";"2022-07-06 16:55:51.666000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"77";"77";"77";"Valid";"-11.116819858551";"Valid";"0.3642478";"100"
"49.7814135063207";"-64.3573975158017";"Differential";"-0.15";"1";"2022-07-06 16:55:51.868000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"78";"78";"78";"Valid";"-11.0994749069214";"Valid";"0.3122129";"100"
"49.7814151779774";"-64.3574016949434";"Differential";"-0.15";"1";"2022-07-06 16:55:52.069000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"79";"79";"79";"Valid";"-11.116819858551";"Valid";"0.3815932";"100"
"49.7814168662675";"-64.3574059156687";"Differential";"-0.15";"1";"2022-07-06 16:55:52.272000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"80";"80";"80";"Valid";"-11.0994749069214";"Valid";"0.2601771";"100"
"49.7814185379242";"-64.3574100948104";"Differential";"-0.15";"1";"2022-07-06 16:55:52.473000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"81";"81";"81";"Valid";"-11.0821299552917";"Valid";"0.3122129";"100"
"49.7814202262142";"-64.3574143155356";"Differential";"-0.15";"1";"2022-07-06 16:55:52.676000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"82";"82";"82";"Valid";"-11.0821299552917";"Valid";"0.3815937";"100"
"49.7814220078412";"-64.3574183745412";"Differential";"-0.1487187";"1";"2022-07-06 16:55:52.877000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"83";"83";"83";"Valid";"-11.0821299552917";"Valid";"0.3815937";"100"
"49.7814238705372";"-64.3574224047381";"Differential";"-0.1466867";"1";"2022-07-06 16:55:53.080000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"84";"84";"84";"Valid";"-11.1515102386475";"Valid";"0.5550447";"100"
"49.7814257057057";"-64.3574263753754";"Differential";"-0.1446847";"1";"2022-07-06 16:55:53.280000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"85";"85";"85";"Valid";"-11.1341652870178";"Valid";"0.589735";"100"
"49.7814275684017";"-64.3574304055722";"Differential";"-0.1426527";"1";"2022-07-06 16:55:53.483000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"86";"86";"86";"Valid";"-11.1341652870178";"Valid";"0.3815932";"100"
"49.7814294127461";"-64.3574343960627";"Differential";"-0.1406406";"1";"2022-07-06 16:55:53.684000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"87";"87";"87";"Valid";"-11.0994749069214";"Valid";"0.2428322";"100"
"49.7814311511512";"-64.3574387977978";"Differential";"-0.1482883";"1";"2022-07-06 16:55:53.886000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"88";"88";"88";"Valid";"-11.116819858551";"Valid";"0.4683189";"100"
"49.7814328361695";"-64.3574433810477";"Differential";"-0.1604204";"1";"2022-07-06 16:55:54.088000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"89";"89";"89";"Valid";"-11.0474395751953";"Valid";"0.5030093";"100"
"49.7814345211879";"-64.3574479642976";"Differential";"-0.1725526";"1";"2022-07-06 16:55:54.290000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"90";"90";"90";"Valid";"-10.9954042434692";"Valid";"0.4162841";"100"
"49.7814362145479";"-64.3574525702369";"Differential";"-0.1847447";"1";"2022-07-06 16:55:54.493000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"91";"91";"91";"Valid";"-10.943368434906";"Valid";"0.3642483";"100"
"49.7814378828829";"-64.3574571081081";"Differential";"-0.1967568";"1";"2022-07-06 16:55:54.693000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"92";"92";"92";"Valid";"-10.9607138633728";"Valid";"0.3295579";"100"
"49.7814392512487";"-64.3574619305694";"Differential";"-0.1910689";"1";"2022-07-06 16:55:54.896000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"93";"93";"93";"Valid";"-10.943368434906";"Valid";"0.4336286";"100"
"49.7814404895105";"-64.3574667832168";"Differential";"-0.179021";"1";"2022-07-06 16:55:55.097000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"94";"94";"94";"Valid";"-10.9780588150024";"Valid";"0.3989387";"100"
"49.7814417400932";"-64.3574716841492";"Differential";"-0.1668531";"1";"2022-07-06 16:55:55.300000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"95";"95";"95";"Valid";"-10.9780588150024";"Valid";"0.3642483";"100"
"49.781442978355";"-64.3574765367965";"Differential";"-0.1548052";"1";"2022-07-06 16:55:55.501000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"96";"96";"96";"Valid";"-10.9954042434692";"Valid";"0.4683194";"100"
"49.7814442289377";"-64.3574814377289";"Differential";"-0.1426374";"1";"2022-07-06 16:55:55.704000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"97";"97";"97";"Valid";"-11.0300941467285";"Valid";"0.5723901";"100"
"49.7814453426667";"-64.3574863973333";"Differential";"-0.14316";"1";"2022-07-06 16:55:55.906000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"98";"98";"98";"Valid";"-11.0300941467285";"Valid";"0.5376997";"100"
"49.7814464146667";"-64.3574913553333";"Differential";"-0.14718";"1";"2022-07-06 16:55:56.107000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"99";"99";"99";"Valid";"-10.9780588150024";"Valid";"0.3642483";"100"
"49.7814474866667";"-64.3574963133333";"Differential";"-0.1512";"1";"2022-07-06 16:55:56.308000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"100";"100";"100";"Valid";"-11.0127491950989";"Valid";"0.4856644";"100"
"49.781448564";"-64.357501296";"Differential";"-0.15524";"1";"2022-07-06 16:55:56.510000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"101";"101";"101";"Valid";"-10.9954042434692";"Valid";"0.450974";"100"
"49.7814496413333";"-64.3575062786667";"Differential";"-0.15928";"1";"2022-07-06 16:55:56.712000 GMT+00:00";"20220706_165536.dt4";"204.8 kHz 8.8° Single";"1";"102";"102";"102";"Valid";"-11.064784526825";"Valid";"0.6070805";"100"
